"key","English (en)","Spanish (es)","Status"
"send.amount","Amount","Importe","translated"
"send.amountBch","Amount (BCH)","Importe (BCH)","translated"
"send.amountUsd","Amount (USD)","Importe (USD)","translated"
"send.asset","Asset","Activo","translated"
"send.assetControl","Asset control","Control del activo","translated"
"send.back","Back","Atrás","translated"
"send.balance","Balance","Saldo","translated"
"send.bcmrMetadata","Parsed using BCMR metadata from the selected category.","Analizado con los metadatos BCMR de la categoría seleccionada.","translated"
"send.bytes","bytes","bytes","stable-term"
"send.changeAddress","Change address","Dirección de cambio","translated"
"send.clearForm","Clear form","Borrar formulario","translated"
"send.confirmed","Confirmed","Confirmado","translated"
"send.contract","Contract","Contrato","translated"
"send.contractInputs","Contract inputs","Entradas de contratos","translated"
"send.copy","Copy","Copiar","translated"
"send.debug","Debug","Depuración","translated"
"send.decimals","{count} decimals","{count} decimales","translated"
"send.details","Details","Detalles","translated"
"send.enterBchForUsd","Enter a BCH amount to see the USD equivalent.","Introduce un importe en BCH para ver su equivalente en USD.","translated"
"send.enterUsdForBch","Enter a USD amount to see the BCH equivalent.","Introduce un importe en USD para ver su equivalente en BCH.","translated"
"send.fee","Fee","Comisión","translated"
"send.fillMax","Fill the full spendable balance minus network fee","Rellenar el saldo disponible completo menos la comisión de red","translated"
"send.fillRequired","Fill the required fields first","Completa los campos obligatorios","translated"
"send.finalOutputs","Final outputs","Salidas finales","translated"
"send.guidedDescription","Send BCH, fungible tokens, or NFTs with one guided flow.","Envía BCH, tokens fungibles o NFT con un único flujo guiado.","translated"
"send.height","Height","Altura","translated"
"send.hide","Hide","Ocultar","translated"
"send.inputs","Inputs","Entradas","translated"
"send.inputsUsed","Inputs used","Entradas utilizadas","translated"
"send.insufficientFunds","Not enough funds. Check your balance or reduce the amount.","No hay fondos suficientes. Comprueba tu saldo o reduce el importe.","translated"
"send.integer","integer","entero","translated"
"send.invalidAddress","Invalid address—double-check for typos or try scanning a QR code.","Dirección no válida; comprueba si hay errores o escanea un código QR.","translated"
"send.keepTxid","Keep this txid as your reference and avoid sending it again.","Conserva este txid como referencia y evita enviarlo otra vez.","translated"
"send.leaveBlankNft","Leave blank to send the first available NFT in this category.","Déjalo vacío para enviar el primer NFT disponible de esta categoría.","translated"
"send.loading","Loading…","Cargando…","translated"
"send.max","Max","Máximo","stable-term"
"send.networkError","Network error. Check your connection and try again.","Error de red. Comprueba la conexión e inténtalo de nuevo.","translated"
"send.nft","NFT","NFT","stable-term"
"send.nftCategory","NFT category","Categoría del NFT","translated"
"send.nftCommitment","NFT commitment","Compromiso del NFT","translated"
"send.nfts","NFTs","NFT","stable-term"
"send.noInputs","No inputs selected yet (run Review).","Aún no hay entradas seleccionadas (ejecuta Revisar).","translated"
"send.noOutputs","No outputs yet (run Review).","Aún no hay salidas (ejecuta Revisar).","translated"
"send.noTxBuilt","(no tx built yet)","(aún no se ha construido ninguna transacción)","translated"
"send.openAirdrops","Open Airdrops","Abrir Airdrops","translated"
"send.optionalHexCommitment","Optional hex commitment…","Compromiso hexadecimal opcional…","translated"
"send.outpoint","Outpoint","Outpoint","stable-term"
"send.outputsCreated","Outputs created","Salidas creadas","translated"
"send.pending","Pending","Pendiente","translated"
"send.quantumrootApproval","approval key to Quantum Lock","clave de aprobación al Bloqueo cuántico","translated"
"send.quantumrootHint","Review the recipient and token category, then tap Review to build the transaction.","Revisa el destinatario y la categoría del token, y toca Revisar para crear la transacción.","translated"
"send.quantumrootNftHint","If there are multiple NFT entries, choose the one that matches the approval key.","Si hay varias entradas NFT, elige la que coincida con la clave de aprobación.","translated"
"send.quantumrootPrefilled","Prefilled to send the {label}","Preparado para enviar {label}","translated"
"send.quantumrootReceive","matching receive coin to the vault receive address","moneda de recepción correspondiente a la dirección de recepción de la bóveda","translated"
"send.quantumrootShortcut","Quantumroot shortcut","Acceso directo de Quantumroot","translated"
"send.rawTransaction","Raw transaction","Transacción sin procesar","translated"
"send.recipient","Recipient","Destinatario","translated"
"send.recipientAmountLoaded","Recipient and amount loaded from QR.","Destinatario e importe cargados desde el QR.","translated"
"send.recipientLoaded","Recipient loaded from QR.","Destinatario cargado desde el QR.","translated"
"send.releaseToSend","Release to send","Suelta para enviar","translated"
"send.reset","Reset","Restablecer","translated"
"send.review","Review","Revisar","translated"
"send.reviewTitle","Review Transaction","Revisar transacción","translated"
"send.sats","Sats","Sats","stable-term"
"send.scanQr","Scan QR","Escanear QR","translated"
"send.selectCategory","Select category…","Selecciona una categoría…","translated"
"send.selectedInputs","Selected inputs","Entradas seleccionadas","translated"
"send.send","Send","Enviar","translated"
"send.sending","Sending…","Enviando…","translated"
"send.sent","Transaction sent","Transacción completada","translated"
"send.show","Show","Mostrar","translated"
"send.slideToConfirm","Slide to confirm","Desliza para confirmar","translated"
"send.submitted","Transaction submitted","Transacción enviada","translated"
"send.summary","Summary","Resumen","translated"
"send.switchToBch","Switch amount input to BCH","Cambiar el importe a BCH","translated"
"send.switchToUsd","Switch amount input to USD","Cambiar el importe a USD","translated"
"send.technicalDetails","Technical details","Detalles técnicos","translated"
"send.title","Simple Send","Envío sencillo","translated"
"send.to","To","A","translated"
"send.token","Token","Token","stable-term"
"send.tokenAmount","Token amount","Importe del token","translated"
"send.tokenCategory","Token category","Categoría del token","translated"
"send.tokenChange","Token change","Cambio de token","translated"
"send.tokenInputs","Token inputs","Entradas de tokens","translated"
"send.tokenLabel","Token","Token","stable-term"
"send.totalBch","Total (BCH)","Total (BCH)","stable-term"
"send.transactionSize","Transaction size","Tamaño de la transacción","translated"
"send.transferMode","Transfer mode","Modo de transferencia","translated"
"send.type","Type","Tipo","stable-term"
"send.unconfirmedInputs","Unconfirmed inputs","Entradas sin confirmar","translated"
"send.usdUnavailable","USD conversion is unavailable right now.","La conversión a USD no está disponible ahora.","translated"
"send.verifyRecipient","QR scanned. Verify recipient before sending.","QR escaneado. Verifica el destinatario antes de enviar.","translated"
"send.verifySlide","Verify details and slide to send.","Verifica los detalles y desliza para enviar.","translated"
"send.waitingSync","Waiting for sync","Esperando sincronización","translated"
"send.waitPrevious","Wait for your previous outgoing transaction to sync first","Espera a que se sincronice tu transacción saliente anterior","translated"
"server.active","● active","● activo","translated"
"server.add","Add","Añadir","translated"
"server.addDesktopPlaceholder","Add server — Fulcrum host:50002, or a node host:8333","Añadir servidor — host Fulcrum:50002 o nodo host:8333","translated"
"server.addMobilePlaceholder","Add WSS server — host:50004","Añadir servidor WSS — host:50004","translated"
"server.addressUrlPlaceholder","Address URL, e.g. https://example.com/address/{address}","URL de dirección, p. ej. https://example.com/address/{address}","translated"
"server.auto","Auto","Automático","translated"
"server.autoBackend","Auto — server pool, with failover","Automático — grupo de servidores con conmutación por error","translated"
"server.automatic","Automatic","Automático","translated"
"server.backend","Backend","Backend","stable-term"
"server.blockExplorer","Block explorer","Explorador de bloques","translated"
"server.connect","Connect","Conectar","translated"
"server.connected","Connected.","Conectado.","translated"
"server.connectedServer","Connected server","Servidor conectado","translated"
"server.connecting","Connecting…","Conectando…","translated"
"server.connectionFailed","Connection failed","Falló la conexión","translated"
"server.connectTitle","Connect to this server","Conectar a este servidor","translated"
"server.custom","Custom…","Personalizado…","translated"
"server.customFee","Custom","Personalizado","translated"
"server.defaultPortHint","Default port: 50004 (WSS). Use wss:// prefix to force WSS, or ws:// for unencrypted.","Puerto predeterminado: 50004 (WSS). Usa el prefijo wss:// para forzar WSS o ws:// sin cifrado.","translated"
"server.explorerDescription","Used for “open in explorer” links on transactions.","Se usa para los enlaces “abrir en el explorador” de las transacciones.","translated"
"server.feeDescription","Fee rate for new transactions. Automatic uses the network minimum (~1 sat/byte, Electron Cash default).","Tarifa para nuevas transacciones. Automático usa el mínimo de red (~1 sat/byte, valor predeterminado de Electron Cash).","translated"
"server.feeUnit","sat/byte — applies to your next transaction","sat/byte — se aplica a tu próxima transacción","translated"
"server.invalidHost","Enter a valid host:port (e.g. 192.168.0.129:50002).","Introduce un host:puerto válido (p. ej., 192.168.0.129:50002).","translated"
"server.manual","Manual","Manual","stable-term"
"server.node","Node","Nodo","stable-term"
"server.notConnected","Not connected","No conectado","translated"
"server.onlyBackend","Only this backend is used — pinning a node means Electrum servers aren't consulted.","Solo se usa este backend; fijar un nodo significa que no se consultan servidores Electrum.","translated"
"server.placeholderHelp","Use {txid} and {address} as placeholders.","Usa {txid} y {address} como marcadores.","translated"
"server.pool","{network} server pool","Grupo de servidores de {network}","translated"
"server.rawNodeMobileError","Raw BCH node connections are only available on desktop. Add an Electrum/Fulcrum WSS server instead.","Las conexiones directas a nodos BCH solo están disponibles en escritorio. Añade un servidor WSS de Electrum/Fulcrum.","translated"
"server.remove","Remove","Eliminar","translated"
"server.saveCustom","Save custom explorer","Guardar explorador personalizado","translated"
"server.server","Server","Servidor","translated"
"server.serverInputPlaceholder","host, host:50004, or wss://host:50004","host, host:50004 o wss://host:50004","translated"
"server.transactionFee","Transaction fee","Comisión de transacción","translated"
"server.trustless","trustless","sin confianza","translated"
"server.txUrlPlaceholder","Tx URL, e.g. https://example.com/tx/{txid}","URL de transacción, p. ej. https://example.com/tx/{txid}","translated"
"server.useAuto","Use Auto","Usar automático","translated"
"settings.about","About OPTN","Acerca de OPTN","translated"
"settings.aboutSupport","About & support","Información y soporte","translated"
"settings.aboutSupportDescription","Help, contact, terms, and app information","Ayuda, contacto, términos e información de la aplicación","translated"
"settings.connectionsFeatures","Connections & features","Conexiones y funciones","translated"
"settings.connectionsFeaturesDescription","Servers, integrations, privacy features, and advanced tools","Servidores, integraciones, privacidad y herramientas avanzadas","translated"
"settings.contact","Contact Us","Contacto","translated"
"settings.language","Language","Idioma","translated"
"settings.languageDescription","Choose the wallet interface language","Elige el idioma de la interfaz","translated"
"settings.network","Network","Red","translated"
"settings.recovery","Recovery Phrase","Frase de recuperación","translated"
"settings.terms","Terms of Use","Términos de uso","translated"
"settings.walletSecurity","Wallet & security","Billetera y seguridad","translated"
"settings.walletSecurityDescription","Recovery, derivation path, app lock, and wallet controls","Recuperación, ruta de derivación, bloqueo y controles de la billetera","translated"
"settingsAppLock.autoLockAfter","Auto-lock after","Bloqueo automático después de","translated"
"settingsAppLock.biometricDescription","Use {label} to unlock instead of typing your password.","Usa {label} para desbloquear en lugar de escribir tu contraseña.","translated"
"settingsAppLock.biometricSetupFailed","Biometric setup failed: {message}","No se pudo configurar la biometría: {message}","translated"
"settingsAppLock.biometricUnlock","Biometric unlock","Desbloqueo biométrico","translated"
"settingsAppLock.cancel","Cancel","Cancelar","translated"
"settingsAppLock.changePassword","Change Password","Cambiar contraseña","translated"
"settingsAppLock.confirm","Confirm","Confirmar","translated"
"settingsAppLock.confirmNewPassword","Confirm new password","Confirmar nueva contraseña","translated"
"settingsAppLock.currentPassword","Current password","Contraseña actual","translated"
"settingsAppLock.currentPasswordIncorrect","Current password is incorrect.","La contraseña actual no es correcta.","translated"
"settingsAppLock.disabled","Disabled","Desactivado","translated"
"settingsAppLock.enabled","Enabled","Activado","translated"
"settingsAppLock.enabling","Enabling…","Activando…","translated"
"settingsAppLock.encryption","Encryption","Cifrado","translated"
"settingsAppLock.encryptionDescription","Your wallet is encrypted with a password-derived key (PBKDF2 · 600k iterations · AES-256-GCM). The key is never stored — it is derived in memory each time you unlock.","Tu billetera está cifrada con una clave derivada de la contraseña (PBKDF2 · 600k iteraciones · AES-256-GCM). La clave nunca se guarda; se deriva en memoria cada vez que desbloqueas.","translated"
"settingsAppLock.lockNow","Lock Now","Bloquear ahora","translated"
"settingsAppLock.minute","1 minute","1 minuto","stable-term"
"settingsAppLock.minutes","{count} minutes","{count} minutos","stable-term"
"settingsAppLock.never","Never","Nunca","translated"
"settingsAppLock.newPassword","New password","Nueva contraseña","translated"
"settingsAppLock.noWalletOpen","No wallet is open.","No hay ninguna billetera abierta.","translated"
"settingsAppLock.passwordChanged","Password changed successfully.","Contraseña cambiada correctamente.","translated"
"settingsAppLock.passwordChangeFailed","Password change failed. Please try again.","No se pudo cambiar la contraseña. Inténtalo de nuevo.","translated"
"settingsAppLock.passwordMismatch","New passwords do not match.","Las nuevas contraseñas no coinciden.","translated"
"settingsAppLock.updating","Updating…","Actualizando…","translated"
"settingsDerivation.activePath","Active BIP44 account path","Ruta de cuenta BIP44 activa","translated"
"settingsDerivation.alreadyActive","This derivation path is already active.","Esta ruta de derivación ya está activa.","translated"
"settingsDerivation.changeResync","Change and resync","Cambiar y resincronizar","translated"
"settingsDerivation.completed","Derivation path changed and wallet resync completed.","La ruta cambió y la resincronización de la billetera terminó.","translated"
"settingsDerivation.confirm","Changing the derivation path clears the current address, history, and UTXO records. The wallet will then regenerate and resync only the new path. Continue?","Cambiar la ruta de derivación borra las direcciones, el historial y los registros UTXO actuales. La billetera regenerará y resincronizará solo la nueva ruta. ¿Continuar?","translated"
"settingsDerivation.currentMode","Current mode: {mode}.","Modo actual: {mode}.","translated"
"settingsDerivation.custom","custom","personalizado","translated"
"settingsDerivation.description","OPTN supports one active BIP44 account path at a time. Reconfiguring it removes the old derived records and performs a fresh receive/change discovery and resync.","OPTN admite una ruta de cuenta BIP44 activa a la vez. Reconfigurarla elimina los registros derivados anteriores y realiza una nueva búsqueda y sincronización de recepción y cambio.","translated"
"settingsDerivation.failed","Wallet reconfiguration failed.","No se pudo reconfigurar la billetera.","translated"
"settingsDerivation.invalidPath","Invalid derivation path.","Ruta de derivación no válida.","translated"
"settingsDerivation.networkDefault","network default","predeterminado de la red","translated"
"settingsDerivation.reconfiguring","Reconfiguring…","Reconfigurando…","translated"
"settingsDerivation.useDefault","Use network default","Usar el valor predeterminado de la red","translated"
"settingsNetwork.active","Active","Activa","translated"
"settingsNetwork.chipnet","Chipnet","Chipnet","stable-term"
"settingsNetwork.chipnetDescription","BCH testnet for upcoming CHIPs — test funds only","Red de pruebas BCH para próximos CHIPs: solo fondos de prueba","translated"
"settingsNetwork.comingSoon","Coming soon","Próximamente","translated"
"settingsNetwork.description","Switching networks clears the active network records, derives the network path, and resynchronizes receive/change addresses. Custom paths are preserved across network changes.","Cambiar de red borra los registros activos, deriva la ruta de red y vuelve a sincronizar las direcciones de recepción y cambio. Las rutas personalizadas se conservan.","translated"
"settingsNetwork.mainnet","Mainnet","Mainnet","stable-term"
"settingsNetwork.mainnetDescription","Live BCH network — real funds","Red BCH activa: fondos reales","translated"
"settingsNetwork.regtest","Regtest","Regtest","stable-term"
"settingsNetwork.reload","Reload and resync current wallet","Recargar y resincronizar la billetera actual","translated"
"settingsNetwork.reloading","Reloading wallet…","Recargando billetera…","translated"
"settingsNetwork.switching","Switching…","Cambiando…","translated"
"settingsNetwork.testnet3","Testnet3","Testnet3","stable-term"
"settingsNetwork.testnet4","Testnet4","Testnet4","stable-term"
"settingsPanels.addons","Addons","Complementos","translated"
"settingsPanels.appLock","App Lock","Bloqueo de la aplicación","translated"
"settingsPanels.cashfusion","CashFusion","CashFusion","stable-term"
"settingsPanels.console","Console","Consola","stable-term"
"settingsPanels.contract","Contract Info","Información del contrato","translated"
"settingsPanels.derivation","Derivation Path","Ruta de derivación","translated"
"settingsPanels.experimental","Experimental Features","Funciones experimentales","translated"
"settingsPanels.faucet","Chipnet Faucet","Grifo de Chipnet","stable-term"
"settingsPanels.nostr","Nostr & Chat","Nostr y chat","translated"
"settingsPanels.server","Server","Servidor","stable-term"
"settingsPanels.walletConnect","WalletConnect","WalletConnect","stable-term"
"settingsPanels.wizardConnect","WizardConnect","WizardConnect","stable-term"
"settingsRows.about","About OPTN","Acerca de OPTN","translated"
"settingsRows.aboutDescription","Version info","Información de la versión","translated"
"settingsRows.addons","Addons","Complementos","translated"
"settingsRows.addonsDescription","Install and manage third-party addons","Instala y gestiona complementos de terceros","translated"
"settingsRows.appLock","App Lock","Bloqueo de la aplicación","translated"
"settingsRows.appLockDescription","Auto-lock · Change password","Bloqueo automático · Cambiar contraseña","translated"
"settingsRows.console","Console","Consola","stable-term"
"settingsRows.consoleDescription","App log · Electrum RPC","Registro de la aplicación · RPC de Electrum","translated"
"settingsRows.contact","Contact Us","Contacto","translated"
"settingsRows.contactDescription","Get help and support","Obtén ayuda y soporte","translated"
"settingsRows.contractInfo","Contract Info","Información del contrato","translated"
"settingsRows.contractInfoDescription","View contract details","Ver detalles del contrato","translated"
"settingsRows.derivation","Derivation Path","Ruta de derivación","translated"
"settingsRows.derivationDescription","Customize and resync the active BIP44 path","Personaliza y vuelve a sincronizar la ruta BIP44 activa","translated"
"settingsRows.experimental","Experimental Features","Funciones experimentales","translated"
"settingsRows.experimentalDescription","RPA · CashFusion","RPA · CashFusion","stable-term"
"settingsRows.faucet","Chipnet Faucet","Grifo de Chipnet","stable-term"
"settingsRows.faucetDescription","Get test BCH on Chipnet","Obtén BCH de prueba en Chipnet","translated"
"settingsRows.language","Language","Idioma","translated"
"settingsRows.languageDescription","Choose the wallet interface language","Elige el idioma de la interfaz","translated"
"settingsRows.network","Network","Red","translated"
"settingsRows.networkDescription","Switch between Mainnet and Chipnet","Cambia entre Mainnet y Chipnet","translated"
"settingsRows.nostr","Nostr & Chat","Nostr y chat","translated"
"settingsRows.nostrDescription","Private messages · Identity · Relay pool","Mensajes privados · Identidad · Grupo de relés","translated"
"settingsRows.pendingOutbox","Pending Tx Locks","Bloqueos de transacciones pendientes","translated"
"settingsRows.pendingOutboxDescription","Review outgoing transaction locks","Revisa los bloqueos de transacciones salientes","translated"
"settingsRows.recovery","Recovery Phrase","Frase de recuperación","translated"
"settingsRows.recoveryDescription","Back up your wallet","Haz una copia de seguridad","translated"
"settingsRows.server","Servers","Servidores","translated"
"settingsRows.serverDescription","Electrum · Block explorer · Transaction fees","Electrum · Explorador de bloques · Comisiones","translated"
"settingsRows.terms","Terms of Use","Términos de uso","translated"
"settingsRows.termsDescription","Read our terms","Lee nuestros términos","translated"
"settingsRows.walletConnect","WalletConnect","WalletConnect","stable-term"
"settingsRows.walletConnectDescription","Manage dApp connections","Gestiona conexiones de dApps","translated"
"settingsRows.wizardConnect","WizardConnect","WizardConnect","stable-term"
"settingsRows.wizardConnectDescription","Connect to token wizards","Conecta con asistentes de tokens","translated"
"terms.acceptance","1. Acceptance of Terms","1. Aceptación de los términos","translated"
"terms.acceptanceText","By accessing and using the OPTN Wallet App (“the App”), you agree to comply with and be bound by these Terms of Use. If you do not agree, please do not use the App.","Al acceder y usar OPTN Wallet (“la aplicación”), aceptas cumplir estos Términos de uso. Si no estás de acuerdo, no utilices la aplicación.","translated"
"terms.deviceSecurity","Ensuring the security of your device and the App.","Garantizar la seguridad de tu dispositivo y de la aplicación.","translated"
"terms.modifications","6. Modifications","6. Modificaciones","stable-term"
"terms.modificationsText","The developers may modify, suspend, or discontinue the App without prior notice and may update these Terms. You are responsible for reviewing them periodically.","Los desarrolladores pueden modificar, suspender o discontinuar la aplicación sin aviso previo y actualizar estos Términos. Tú eres responsable de revisarlos periódicamente.","translated"
"terms.noLiability","4. No Liability","4. Ausencia de responsabilidad","translated"
"terms.noLiabilityText","The developers assume no liability for loss, damage, or unauthorized access arising from use of the App, including cryptocurrency loss, data breaches, or device malfunctions. You use the App at your own risk.","Los desarrolladores no asumen responsabilidad por pérdidas, daños o accesos no autorizados derivados del uso de la aplicación, incluidos la pérdida de criptomonedas, filtraciones de datos o fallos del dispositivo. Usas la aplicación bajo tu propio riesgo.","translated"
"terms.noWarranty","5. No Warranty","5. Ausencia de garantía","translated"
"terms.noWarrantyText","The App is provided “as is” without express or implied warranties. The developers do not guarantee reliability, accuracy, completeness, error-free operation, or uninterrupted service.","La aplicación se proporciona “tal cual”, sin garantías expresas ni implícitas. Los desarrolladores no garantizan fiabilidad, exactitud, integridad, funcionamiento sin errores ni servicio ininterrumpido.","translated"
"terms.purpose","2. Purpose","2. Propósito","translated"
"terms.purposeText","The OPTN Wallet App lets users securely store, send, and receive cryptocurrency. You are responsible for the security of your private keys and assets.","OPTN Wallet permite almacenar, enviar y recibir criptomonedas de forma segura. Tú eres responsable de la seguridad de tus claves privadas y activos.","translated"
"terms.responsibilities","3. User Responsibilities","3. Responsabilidades del usuario","translated"
"terms.responsibilitiesIntro","The OPTN Wallet App handles real cryptocurrency. You are solely responsible for:","OPTN Wallet gestiona criptomonedas reales. Tú eres el único responsable de:","translated"
"terms.responsibilitiesText","The development team is not responsible for loss of assets or unauthorized access resulting from failure to follow these practices.","El equipo de desarrollo no es responsable de pérdidas de activos ni accesos no autorizados derivados de no seguir estas prácticas.","translated"
"terms.safeguard","Safeguarding your private keys and recovery phrases.","Proteger tus claves privadas y frases de recuperación.","translated"
"terms.verify","Verifying transaction details before confirming any actions.","Verificar los detalles de las transacciones antes de confirmar acciones.","translated"
"token.activeMinting","Active Minting","Acuñación activa","translated"
"token.authHead","Auth Head","Cabeza de autorización","translated"
"token.bcmr","BCMR","BCMR","stable-term"
"token.bcmrUnavailable","BCMR metadata unavailable","Metadatos BCMR no disponibles","translated"
"token.category","Category","Categoría","translated"
"token.chainStatsError","Unable to load token chain statistics right now.","No se pueden cargar las estadísticas de cadena del token ahora.","translated"
"token.decimals","Decimals","Decimales","translated"
"token.id","Token ID","ID del token","translated"
"token.loading","Loading token data…","Cargando datos del token…","translated"
"token.no","No","No","needs-review"
"token.symbol","Symbol","Símbolo","translated"
"token.totalNfts","Total NFTs","NFT totales","translated"
"token.totalSupply","Total Supply","Suministro total","translated"
"token.unavailable","Unavailable","No disponible","translated"
"token.yes","Yes","Sí","translated"
"tor.appRunsOwn","The app runs its own Tor — no Tor Browser needed","La aplicación ejecuta su propio Tor; no necesitas Tor Browser","translated"
"tor.autoDetect","Auto-detect (9050 / 9150)","Detectar automáticamente (9050 / 9150)","translated"
"tor.bootstrapping","Bootstrapping Tor… {percent}%","Inicializando Tor… {percent}%","translated"
"tor.check","Check Tor","Comprobar Tor","translated"
"tor.checking","Checking…","Comprobando…","translated"
"tor.desktopOnly","Desktop only","Solo escritorio","translated"
"tor.disable","Disable","Desactivar","translated"
"tor.enable","Enable","Activar","translated"
"tor.externalOption","Or use a Tor you run yourself:","O usa un Tor que ejecutes tú:","translated"
"tor.foundOnPort","Tor found on port {port} ✓","Tor encontrado en el puerto {port} ✓","translated"
"tor.integrated","Integrated Tor","Tor integrado","translated"
"tor.manualPort","Manual port","Puerto manual","translated"
"tor.noExternal","No external Tor found. Either press “Start integrated Tor” above (recommended), or start Tor Browser (9150) / a system Tor daemon (9050) and press “Check Tor”. Without Tor, remote CashFusion is blocked.","No se encontró Tor externo. Pulsa “Iniciar Tor integrado” arriba (recomendado), o inicia Tor Browser (9150) / un demonio Tor del sistema (9050) y pulsa “Comprobar Tor”. Sin Tor, CashFusion remoto está bloqueado.","translated"
"tor.noProxy","No Tor proxy running ✗","No hay un proxy Tor en ejecución ✗","translated"
"tor.remoteRequired","Required for remote CashFusion servers","Requerido para servidores CashFusion remotos","translated"
"tor.runningOn","Running on port {port} ✓","Ejecutándose en el puerto {port} ✓","translated"
"tor.starting","Starting…","Iniciando…","translated"
"tor.startIntegrated","Start integrated Tor","Iniciar Tor integrado","translated"
"tor.stop","Stop","Detener","translated"
"tor.title","Tor","Tor","stable-term"
"tor.usingManual","Using manual port {port}","Usando el puerto manual {port}","translated"
"txDetails.bch","BCH","BCH","stable-term"
"txDetails.index","Index","Índice","stable-term"
"txDetails.locktime","Locktime","Tiempo de bloqueo","translated"
"txDetails.txid","TXID","TXID","stable-term"
"txDetails.version","Version","Versión","stable-term"
"txSummary.bch","BCH","BCH","stable-term"
"txSummary.bchInput","bch input","entrada BCH","translated"
"txSummary.bytes","bytes","bytes","stable-term"
"txSummary.fee","Fee","Comisión","translated"
"txSummary.feeRate","Fee rate","Tasa de comisión","translated"
"txSummary.inputs","Inputs","Entradas","translated"
"txSummary.outputs","Outputs","Salidas","translated"
"txSummary.sats","sats","sats","stable-term"
"txSummary.token","token","token","stable-term"
"txSummary.tokenInput","token input","entrada de token","translated"
"txSummary.txSize","Tx size","Tamaño de tx","translated"
"utxo.amount","Amount","Importe","translated"
"utxo.bitcoinCash","Bitcoin Cash","Bitcoin Cash","stable-term"
"utxo.ft","FT","FT","stable-term"
"utxo.height","Height","Altura","translated"
"utxo.loading","Loading UTXOs…","Cargando UTXO…","translated"
"utxo.name","Name","Nombre","translated"
"utxo.nft","NFT","NFT","stable-term"
"utxo.none","No UTXOs to display.","No hay UTXO que mostrar.","translated"
"utxo.pos","Pos","Posición","translated"
"utxo.tokens","tokens","tokens","stable-term"
"utxo.txHash","Tx Hash","Hash de tx","translated"
"walkthrough.label","Walkthrough","Guía","translated"
"watchOnly.accountXpub","Account xPub","xPub de cuenta","translated"
"watchOnly.back","Back to wallets","Volver a las billeteras","translated"
"watchOnly.change","Change #{index}","Cambio #{index}","translated"
"watchOnly.chipnet","Chipnet","Chipnet","stable-term"
"watchOnly.comingNext","Coming next","Próximamente","translated"
"watchOnly.description","Inspect public BCH addresses without importing any private keys.","Consulta direcciones BCH públicas sin importar claves privadas.","translated"
"watchOnly.mainnet","Mainnet","Mainnet","stable-term"
"watchOnly.multipleCosigners","Multiple cosigners","Múltiples firmantes","translated"
"watchOnly.multisign","Multisign","Multifirma","translated"
"watchOnly.network","Network","Red","translated"
"watchOnly.pathNote","Confirm that SeedCash exported this account at m/44'/145'/account'. A standalone BIP32 xPub cannot prove its parent purpose or coin path.","Confirma que SeedCash exportó esta cuenta en m/44'/145'/account'. Un xPub BIP32 independiente no puede demostrar su propósito principal ni su ruta de moneda.","translated"
"watchOnly.previewPublic","Preview public addresses","Vista previa de direcciones públicas","translated"
"watchOnly.previewTitle","Public address preview","Vista previa de dirección pública","translated"
"watchOnly.receive","Receive #{index}","Recepción #{index}","translated"
"watchOnly.scanCamera","Scan (camera)","Escanear (cámara)","translated"
"watchOnly.standard","Standard","Estándar","stable-term"
"watchOnly.title","Watch-Only Wallet Preview","Vista previa de billetera de solo lectura","translated"
"watchOnly.type","Watch-only wallet type","Tipo de billetera de solo lectura","translated"
"watchOnly.uploadQr","Upload QR","Subir QR","translated"
"watchOnly.warning","Public preview only: this screen does not save a watch-only wallet or create, sign, import, or broadcast PSBT transactions yet.","Solo vista previa pública: esta pantalla todavía no guarda una billetera de solo lectura ni crea, firma, importa o transmite transacciones PSBT.","translated"
"watchOnly.xpubPlaceholder","Paste the xPub exported by SeedCash","Pega el xPub exportado por SeedCash","translated"
"wc.activeSessions","Active WalletConnect Sessions","Sesiones activas de WalletConnect","translated"
"wc.address","Address","Dirección","translated"
"wc.approvalFailedBody","Failed to approve the session request from {name}.","No se pudo aprobar la solicitud de sesión de {name}.","translated"
"wc.approvalFailedTitle","WalletConnect approval failed","Falló la aprobación de WalletConnect","translated"
"wc.approve","Approve","Aprobar","translated"
"wc.approvedBody","Connected to {name}.","Conectado a {name}.","translated"
"wc.approvedTitle","WalletConnect session approved","Sesión de WalletConnect aprobada","translated"
"wc.approveSession","Approve Session","Aprobar sesión","translated"
"wc.broadcast","Broadcast","Transmisión","translated"
"wc.broadcastLocked","Another outgoing transaction is still syncing. To avoid duplicates while you are offline, this wallet will only broadcast one unresolved transaction at a time.","Otra transacción saliente todavía se está sincronizando. Para evitar duplicados mientras estás sin conexión, esta billetera solo transmitirá una transacción sin resolver a la vez.","translated"
"wc.cancel","Cancel","Cancelar","translated"
"wc.close","Close","Cerrar","translated"
"wc.connect","Connect","Conectar","translated"
"wc.connectionUri","Connection URI","URI de conexión","translated"
"wc.dappName","DApp Name","Nombre de la dApp","translated"
"wc.disconnect","Disconnect","Desconectar","translated"
"wc.disconnectsOn","Disconnects On","Se desconecta el","translated"
"wc.domain","Domain","Dominio","translated"
"wc.enterUri","Enter WalletConnect URI","Introduce la URI de WalletConnect","translated"
"wc.estimatedFee","Estimated Fee","Comisión estimada","translated"
