"key","English (en)","Korean (ko)","Status"
"send.decimals","{count} decimals","소수점 {count}자리","translated"
"send.details","Details","세부 정보","translated"
"send.enterBchForUsd","Enter a BCH amount to see the USD equivalent.","USD 환산액을 보려면 BCH 금액을 입력하세요.","translated"
"send.enterUsdForBch","Enter a USD amount to see the BCH equivalent.","BCH 환산액을 보려면 USD 금액을 입력하세요.","translated"
"send.fee","Fee","수수료","translated"
"send.fillMax","Fill the full spendable balance minus network fee","네트워크 수수료를 제외한 사용 가능 잔액 전부 입력","translated"
"send.fillRequired","Fill the required fields first","먼저 필수 항목을 입력하세요","translated"
"send.finalOutputs","Final outputs","최종 출력","translated"
"send.guidedDescription","Send BCH, fungible tokens, or NFTs with one guided flow.","하나의 안내 흐름으로 BCH, 대체 가능 토큰 또는 NFT를 전송합니다.","translated"
"send.height","Height","높이","translated"
"send.hide","Hide","숨기기","translated"
"send.inputs","Inputs","입력","translated"
"send.inputsUsed","Inputs used","사용한 입력","translated"
"send.insufficientFunds","Not enough funds. Check your balance or reduce the amount.","잔액이 부족합니다. 잔액을 확인하거나 금액을 줄이세요.","translated"
"send.integer","integer","정수","translated"
"send.invalidAddress","Invalid address—double-check for typos or try scanning a QR code.","잘못된 주소입니다. 오타를 확인하거나 QR을 스캔하세요.","translated"
"send.keepTxid","Keep this txid as your reference and avoid sending it again.","이 txid를 참조용으로 보관하고 다시 전송하지 마세요.","translated"
"send.leaveBlankNft","Leave blank to send the first available NFT in this category.","이 카테고리에서 사용 가능한 첫 NFT를 전송하려면 비워 두세요.","translated"
"send.loading","Loading…","로드 중…","translated"
"send.max","Max","최대","stable-term"
"send.networkError","Network error. Check your connection and try again.","네트워크 오류입니다. 연결을 확인하고 다시 시도하세요.","translated"
"send.nft","NFT","NFT","stable-term"
"send.nftCategory","NFT category","NFT 카테고리","translated"
"send.nftCommitment","NFT commitment","NFT 커밋먼트","translated"
"send.nfts","NFTs","NFT","stable-term"
"send.noInputs","No inputs selected yet (run Review).","선택한 입력이 없습니다(검토를 실행하세요).","translated"
"send.noOutputs","No outputs yet (run Review).","출력이 없습니다(검토를 실행하세요).","translated"
"send.noTxBuilt","(no tx built yet)","(아직 트랜잭션이 생성되지 않음)","translated"
"send.openAirdrops","Open Airdrops","에어드롭 열기","translated"
"send.optionalHexCommitment","Optional hex commitment…","선택적 16진수 커밋먼트…","translated"
"send.outpoint","Outpoint","Outpoint","stable-term"
"send.outputsCreated","Outputs created","생성된 출력","translated"
"send.pending","Pending","대기 중","translated"
"send.quantumrootApproval","approval key to Quantum Lock","Quantum Lock 승인 키","translated"
"send.quantumrootHint","Review the recipient and token category, then tap Review to build the transaction.","수신자와 토큰 카테고리를 확인한 뒤 검토를 눌러 트랜잭션을 생성하세요.","translated"
"send.quantumrootNftHint","If there are multiple NFT entries, choose the one that matches the approval key.","NFT 항목이 여러 개라면 승인 키와 일치하는 항목을 선택하세요.","translated"
"send.quantumrootPrefilled","Prefilled to send the {label}","{label} 전송 정보가 미리 입력됨","translated"
"send.quantumrootReceive","matching receive coin to the vault receive address","볼트 수신 주소와 일치하는 수신 코인","translated"
"send.quantumrootShortcut","Quantumroot shortcut","Quantumroot 바로가기","translated"
"send.rawTransaction","Raw transaction","원시 트랜잭션","translated"
"send.recipient","Recipient","수신자","translated"
"send.recipientAmountLoaded","Recipient and amount loaded from QR.","QR에서 수신자와 금액을 불러왔습니다.","translated"
"send.recipientLoaded","Recipient loaded from QR.","QR에서 수신자를 불러왔습니다.","translated"
"send.releaseToSend","Release to send","전송하려면 해제","translated"
"send.reset","Reset","초기화","translated"
"send.review","Review","검토","translated"
"send.reviewTitle","Review Transaction","트랜잭션 검토","translated"
"send.sats","Sats","Sats","stable-term"
"send.scanQr","Scan QR","QR 스캔","translated"
"send.selectCategory","Select category…","카테고리 선택…","translated"
"send.selectedInputs","Selected inputs","선택한 입력","translated"
"send.send","Send","전송","translated"
"send.sending","Sending…","전송 중…","translated"
"send.sent","Transaction sent","트랜잭션 전송됨","translated"
"send.show","Show","표시","translated"
"send.slideToConfirm","Slide to confirm","밀어서 확인","translated"
"send.submitted","Transaction submitted","트랜잭션 제출됨","translated"
"send.summary","Summary","요약","translated"
"send.switchToBch","Switch amount input to BCH","금액 입력을 BCH로 전환","translated"
"send.switchToUsd","Switch amount input to USD","금액 입력을 USD로 전환","translated"
"send.technicalDetails","Technical details","기술 세부 정보","translated"
"send.title","Simple Send","간편 전송","translated"
"send.to","To","받는 곳","translated"
"send.token","Token","토큰","stable-term"
"send.tokenAmount","Token amount","토큰 금액","translated"
"send.tokenCategory","Token category","토큰 카테고리","translated"
"send.tokenChange","Token change","토큰 잔돈","translated"
"send.tokenInputs","Token inputs","토큰 입력","translated"
"send.tokenLabel","Token","토큰","stable-term"
"send.totalBch","Total (BCH)","합계(BCH)","stable-term"
"send.transactionSize","Transaction size","트랜잭션 크기","translated"
"send.transferMode","Transfer mode","전송 모드","translated"
"send.type","Type","유형","stable-term"
"send.unconfirmedInputs","Unconfirmed inputs","미확인 입력","translated"
"send.usdUnavailable","USD conversion is unavailable right now.","현재 USD 환산을 사용할 수 없습니다.","translated"
"send.verifyRecipient","QR scanned. Verify recipient before sending.","QR을 스캔했습니다. 전송 전에 수신자를 확인하세요.","translated"
"send.verifySlide","Verify details and slide to send.","세부 정보를 확인하고 밀어서 전송하세요.","translated"
"send.waitingSync","Waiting for sync","동기화 대기 중","translated"
"send.waitPrevious","Wait for your previous outgoing transaction to sync first","이전 출금 트랜잭션이 먼저 동기화될 때까지 기다리세요","translated"
"server.active","● active","● 활성","translated"
"server.add","Add","추가","translated"
"server.addDesktopPlaceholder","Add server — Fulcrum host:50002, or a node host:8333","서버 추가 — Fulcrum host:50002 또는 노드 host:8333","translated"
"server.addMobilePlaceholder","Add WSS server — host:50004","WSS 서버 추가 — host:50004","translated"
"server.addressUrlPlaceholder","Address URL, e.g. https://example.com/address/{address}","주소 URL, 예: https://example.com/address/{address}","translated"
"server.auto","Auto","자동","translated"
"server.autoBackend","Auto — server pool, with failover","자동 — 장애 조치가 있는 서버 풀","translated"
"server.automatic","Automatic","자동","translated"
"server.backend","Backend","백엔드","stable-term"
"server.blockExplorer","Block explorer","블록 탐색기","translated"
"server.connect","Connect","연결","translated"
"server.connected","Connected.","연결됨.","translated"
"server.connectedServer","Connected server","연결된 서버","translated"
"server.connecting","Connecting…","연결 중…","translated"
"server.connectionFailed","Connection failed","연결 실패","translated"
"server.connectTitle","Connect to this server","이 서버에 연결","translated"
"server.custom","Custom…","사용자 지정…","translated"
"server.customFee","Custom","사용자 지정","translated"
"server.defaultPortHint","Default port: 50004 (WSS). Use wss:// prefix to force WSS, or ws:// for unencrypted.","기본 포트: 50004 (WSS). wss:// 접두사로 WSS를 강제하거나 ws://로 암호화되지 않은 연결을 사용하세요.","translated"
"server.explorerDescription","Used for “open in explorer” links on transactions.","거래의 “탐색기에서 열기” 링크에 사용됩니다.","translated"
"server.feeDescription","Fee rate for new transactions. Automatic uses the network minimum (~1 sat/byte, Electron Cash default).","새 거래의 수수료율입니다. 자동은 네트워크 최소값(~1 sat/byte, Electron Cash 기본값)을 사용합니다.","translated"
"server.feeUnit","sat/byte — applies to your next transaction","sat/byte — 다음 거래에 적용","translated"
"server.invalidHost","Enter a valid host:port (e.g. 192.168.0.129:50002).","유효한 host:port를 입력하세요(예: 192.168.0.129:50002).","translated"
"server.manual","Manual","수동","stable-term"
"server.node","Node","노드","stable-term"
"server.notConnected","Not connected","연결되지 않음","translated"
"server.onlyBackend","Only this backend is used — pinning a node means Electrum servers aren't consulted.","이 백엔드만 사용 — 노드를 고정하면 Electrum 서버를 조회하지 않습니다.","translated"
"server.placeholderHelp","Use {txid} and {address} as placeholders.","{txid}와 {address}를 자리표시자로 사용하세요.","translated"
"server.pool","{network} server pool","{network} 서버 풀","translated"
"server.rawNodeMobileError","Raw BCH node connections are only available on desktop. Add an Electrum/Fulcrum WSS server instead.","원시 BCH 노드 연결은 데스크톱에서만 사용할 수 있습니다. Electrum/Fulcrum WSS 서버를 추가하세요.","translated"
"server.remove","Remove","제거","translated"
"server.saveCustom","Save custom explorer","사용자 지정 탐색기 저장","translated"
"server.server","Server","서버","translated"
"server.serverInputPlaceholder","host, host:50004, or wss://host:50004","host, host:50004 또는 wss://host:50004","translated"
"server.transactionFee","Transaction fee","거래 수수료","translated"
"server.trustless","trustless","신뢰 불필요","translated"
"server.txUrlPlaceholder","Tx URL, e.g. https://example.com/tx/{txid}","거래 URL, 예: https://example.com/tx/{txid}","translated"
"server.useAuto","Use Auto","자동 사용","translated"
"settings.about","About OPTN","OPTN 정보","translated"
"settings.aboutSupport","About & support","정보 및 지원","translated"
"settings.aboutSupportDescription","Help, contact, terms, and app information","도움말, 연락처, 약관 및 앱 정보","translated"
"settings.connectionsFeatures","Connections & features","연결 및 기능","translated"
"settings.connectionsFeaturesDescription","Servers, integrations, privacy features, and advanced tools","서버, 통합, 개인정보 보호 및 고급 도구","translated"
"settings.contact","Contact Us","연락처","translated"
"settings.language","Language","언어","translated"
"settings.languageDescription","Choose the wallet interface language","지갑 인터페이스 언어를 선택하세요","translated"
"settings.network","Network","네트워크","translated"
"settings.recovery","Recovery Phrase","복구 문구","translated"
"settings.terms","Terms of Use","이용약관","translated"
"settings.walletSecurity","Wallet & security","지갑 및 보안","translated"
"settings.walletSecurityDescription","Recovery, derivation path, app lock, and wallet controls","복구, 파생 경로, 앱 잠금 및 지갑 제어","translated"
"settingsAppLock.autoLockAfter","Auto-lock after","자동 잠금 시간","translated"
"settingsAppLock.biometricDescription","Use {label} to unlock instead of typing your password.","비밀번호를 입력하지 않고 {label}을(를) 사용해 잠금을 해제합니다.","translated"
"settingsAppLock.biometricSetupFailed","Biometric setup failed: {message}","생체 인증 설정 실패: {message}","translated"
"settingsAppLock.biometricUnlock","Biometric unlock","생체 인증으로 잠금 해제","translated"
"settingsAppLock.cancel","Cancel","취소","translated"
"settingsAppLock.changePassword","Change Password","비밀번호 변경","translated"
"settingsAppLock.confirm","Confirm","확인","translated"
"settingsAppLock.confirmNewPassword","Confirm new password","새 비밀번호 확인","translated"
"settingsAppLock.currentPassword","Current password","현재 비밀번호","translated"
"settingsAppLock.currentPasswordIncorrect","Current password is incorrect.","현재 비밀번호가 올바르지 않습니다.","translated"
"settingsAppLock.disabled","Disabled","비활성화됨","translated"
"settingsAppLock.enabled","Enabled","활성화됨","translated"
"settingsAppLock.enabling","Enabling…","활성화 중…","translated"
"settingsAppLock.encryption","Encryption","암호화","translated"
"settingsAppLock.encryptionDescription","Your wallet is encrypted with a password-derived key (PBKDF2 · 600k iterations · AES-256-GCM). The key is never stored — it is derived in memory each time you unlock.","지갑은 비밀번호에서 파생된 키로 암호화됩니다(PBKDF2 · 600,000회 반복 · AES-256-GCM). 키는 저장되지 않으며 잠금을 해제할 때마다 메모리에서 파생됩니다.","translated"
"settingsAppLock.lockNow","Lock Now","지금 잠그기","translated"
"settingsAppLock.minute","1 minute","1분","stable-term"
"settingsAppLock.minutes","{count} minutes","{count}분","stable-term"
"settingsAppLock.never","Never","사용 안 함","translated"
"settingsAppLock.newPassword","New password","새 비밀번호","translated"
"settingsAppLock.noWalletOpen","No wallet is open.","열린 지갑이 없습니다.","translated"
"settingsAppLock.passwordChanged","Password changed successfully.","비밀번호가 변경되었습니다.","translated"
"settingsAppLock.passwordChangeFailed","Password change failed. Please try again.","비밀번호를 변경하지 못했습니다. 다시 시도하세요.","translated"
"settingsAppLock.passwordMismatch","New passwords do not match.","새 비밀번호가 일치하지 않습니다.","translated"
"settingsAppLock.updating","Updating…","업데이트 중…","translated"
"settingsDerivation.activePath","Active BIP44 account path","활성 BIP44 계정 경로","translated"
"settingsDerivation.alreadyActive","This derivation path is already active.","이 파생 경로는 이미 활성화되어 있습니다.","translated"
"settingsDerivation.changeResync","Change and resync","변경하고 다시 동기화","translated"
"settingsDerivation.completed","Derivation path changed and wallet resync completed.","파생 경로를 변경하고 지갑 동기화를 완료했습니다.","translated"
"settingsDerivation.confirm","Changing the derivation path clears the current address, history, and UTXO records. The wallet will then regenerate and resync only the new path. Continue?","파생 경로를 변경하면 현재 주소, 기록 및 UTXO가 삭제됩니다. 지갑은 새 경로만 다시 생성하고 동기화합니다. 계속할까요?","translated"
"settingsDerivation.currentMode","Current mode: {mode}.","현재 모드: {mode}.","translated"
"settingsDerivation.custom","custom","맞춤","translated"
"settingsDerivation.description","OPTN supports one active BIP44 account path at a time. Reconfiguring it removes the old derived records and performs a fresh receive/change discovery and resync.","OPTN은 한 번에 하나의 활성 BIP44 계정 경로를 지원합니다. 다시 구성하면 이전 파생 기록을 제거하고 수신/잔돈 검색과 동기화를 새로 수행합니다.","translated"
"settingsDerivation.failed","Wallet reconfiguration failed.","지갑 재구성 실패","translated"
"settingsDerivation.invalidPath","Invalid derivation path.","잘못된 파생 경로입니다.","translated"
"settingsDerivation.networkDefault","network default","네트워크 기본값","translated"
"settingsDerivation.reconfiguring","Reconfiguring…","재구성 중…","translated"
"settingsDerivation.useDefault","Use network default","네트워크 기본값 사용","translated"
"settingsNetwork.active","Active","활성","translated"
"settingsNetwork.chipnet","Chipnet","Chipnet","stable-term"
"settingsNetwork.chipnetDescription","BCH testnet for upcoming CHIPs — test funds only","예정된 CHIPs용 BCH 테스트 네트워크 — 테스트 자금만 사용","translated"
"settingsNetwork.comingSoon","Coming soon","곧 제공","translated"
"settingsNetwork.description","Switching networks clears the active network records, derives the network path, and resynchronizes receive/change addresses. Custom paths are preserved across network changes.","네트워크를 바꾸면 현재 네트워크 기록을 지우고 네트워크 경로를 파생한 뒤 수신/잔돈 주소를 다시 동기화합니다. 사용자 지정 경로는 유지됩니다.","translated"
"settingsNetwork.mainnet","Mainnet","Mainnet","stable-term"
"settingsNetwork.mainnetDescription","Live BCH network — real funds","실제 BCH 네트워크 — 실제 자금","translated"
"settingsNetwork.regtest","Regtest","Regtest","stable-term"
"settingsNetwork.reload","Reload and resync current wallet","지갑 다시 로드 및 동기화","translated"
"settingsNetwork.reloading","Reloading wallet…","지갑 다시 로드 중…","translated"
"settingsNetwork.switching","Switching…","전환 중…","translated"
"settingsNetwork.testnet3","Testnet3","Testnet3","stable-term"
"settingsNetwork.testnet4","Testnet4","Testnet4","stable-term"
"settingsPanels.addons","Addons","애드온","translated"
"settingsPanels.appLock","App Lock","앱 잠금","translated"
"settingsPanels.cashfusion","CashFusion","CashFusion","stable-term"
"settingsPanels.console","Console","콘솔","stable-term"
"settingsPanels.contract","Contract Info","컨트랙트 정보","translated"
"settingsPanels.derivation","Derivation Path","파생 경로","translated"
"settingsPanels.experimental","Experimental Features","실험적 기능","translated"
"settingsPanels.faucet","Chipnet Faucet","Chipnet Faucet","stable-term"
"settingsPanels.nostr","Nostr & Chat","Nostr 및 채팅","translated"
"settingsPanels.server","Server","서버","stable-term"
"settingsPanels.walletConnect","WalletConnect","WalletConnect","stable-term"
"settingsPanels.wizardConnect","WizardConnect","WizardConnect","stable-term"
"settingsRows.about","About OPTN","OPTN 정보","translated"
"settingsRows.aboutDescription","Version info","버전 정보","translated"
"settingsRows.addons","Addons","애드온","translated"
"settingsRows.addonsDescription","Install and manage third-party addons","타사 애드온 설치 및 관리","translated"
"settingsRows.appLock","App Lock","앱 잠금","translated"
"settingsRows.appLockDescription","Auto-lock · Change password","자동 잠금 · 비밀번호 변경","translated"
"settingsRows.console","Console","콘솔","stable-term"
"settingsRows.consoleDescription","App log · Electrum RPC","앱 로그 · Electrum RPC","translated"
"settingsRows.contact","Contact Us","문의하기","translated"
"settingsRows.contactDescription","Get help and support","도움말 및 지원 받기","translated"
"settingsRows.contractInfo","Contract Info","컨트랙트 정보","translated"
"settingsRows.contractInfoDescription","View contract details","컨트랙트 세부 정보 보기","translated"
"settingsRows.derivation","Derivation Path","파생 경로","translated"
"settingsRows.derivationDescription","Customize and resync the active BIP44 path","현재 BIP44 경로 사용자 지정 및 재동기화","translated"
"settingsRows.experimental","Experimental Features","실험적 기능","translated"
"settingsRows.experimentalDescription","RPA · CashFusion","RPA · CashFusion","stable-term"
"settingsRows.faucet","Chipnet Faucet","Chipnet Faucet","stable-term"
"settingsRows.faucetDescription","Get test BCH on Chipnet","Chipnet 테스트 BCH 받기","translated"
"settingsRows.language","Language","언어","translated"
"settingsRows.languageDescription","Choose the wallet interface language","지갑 인터페이스 언어 선택","translated"
"settingsRows.network","Network","네트워크","translated"
"settingsRows.networkDescription","Switch between Mainnet and Chipnet","Mainnet과 Chipnet 사이 전환","translated"
"settingsRows.nostr","Nostr & Chat","Nostr 및 채팅","translated"
"settingsRows.nostrDescription","Private messages · Identity · Relay pool","비공개 메시지 · 신원 · 릴레이","translated"
"settingsRows.pendingOutbox","Pending Tx Locks","대기 중인 거래 잠금","translated"
"settingsRows.pendingOutboxDescription","Review outgoing transaction locks","송금 거래 잠금 검토","translated"
"settingsRows.recovery","Recovery Phrase","복구 문구","translated"
"settingsRows.recoveryDescription","Back up your wallet","지갑 백업","translated"
"settingsRows.server","Servers","서버","translated"
"settingsRows.serverDescription","Electrum · Block explorer · Transaction fees","Electrum · 블록 탐색기 · 거래 수수료","translated"
"settingsRows.terms","Terms of Use","이용약관","translated"
"settingsRows.termsDescription","Read our terms","약관 읽기","translated"
"settingsRows.walletConnect","WalletConnect","WalletConnect","stable-term"
"settingsRows.walletConnectDescription","Manage dApp connections","dApp 연결 관리","translated"
"settingsRows.wizardConnect","WizardConnect","WizardConnect","stable-term"
"settingsRows.wizardConnectDescription","Connect to token wizards","토큰 wizard 연결","translated"
"terms.acceptance","1. Acceptance of Terms","1. 약관 동의","translated"
"terms.acceptanceText","By accessing and using the OPTN Wallet App (“the App”), you agree to comply with and be bound by these Terms of Use. If you do not agree, please do not use the App.","OPTN Wallet 앱(“앱”)에 접근하고 사용하면 이 이용 약관을 준수하고 이에 구속되는 데 동의하는 것입니다. 동의하지 않으면 앱을 사용하지 마세요.","translated"
"terms.deviceSecurity","Ensuring the security of your device and the App.","기기와 앱의 보안 유지","translated"
"terms.modifications","6. Modifications","6. 변경","stable-term"
"terms.modificationsText","The developers may modify, suspend, or discontinue the App without prior notice and may update these Terms. You are responsible for reviewing them periodically.","개발자는 사전 통지 없이 앱을 변경, 일시 중지 또는 종료할 수 있으며 이 약관을 업데이트할 수 있습니다. 사용자는 정기적으로 확인해야 합니다.","translated"
"terms.noLiability","4. No Liability","4. 책임 제한","translated"
"terms.noLiabilityText","The developers assume no liability for loss, damage, or unauthorized access arising from use of the App, including cryptocurrency loss, data breaches, or device malfunctions. You use the App at your own risk.","개발자는 앱 사용으로 발생하는 손실, 손해 또는 무단 접근에 대해 책임을 지지 않습니다. 여기에는 암호화폐 손실, 데이터 침해 및 기기 고장이 포함됩니다. 사용자는 자신의 책임으로 앱을 사용합니다.","translated"
"terms.noWarranty","5. No Warranty","5. 보증 없음","translated"
"terms.noWarrantyText","The App is provided “as is” without express or implied warranties. The developers do not guarantee reliability, accuracy, completeness, error-free operation, or uninterrupted service.","앱은 명시적 또는 묵시적 보증 없이 “있는 그대로” 제공됩니다. 개발자는 신뢰성, 정확성, 완전성, 오류 없는 작동 또는 중단 없는 서비스를 보장하지 않습니다.","translated"
"terms.purpose","2. Purpose","2. 목적","translated"
"terms.purposeText","The OPTN Wallet App lets users securely store, send, and receive cryptocurrency. You are responsible for the security of your private keys and assets.","OPTN Wallet 앱은 암호화폐를 안전하게 저장, 전송 및 수신할 수 있게 합니다. 개인 키와 자산의 보안은 사용자의 책임입니다.","translated"
"terms.responsibilities","3. User Responsibilities","3. 사용자 책임","translated"
"terms.responsibilitiesIntro","The OPTN Wallet App handles real cryptocurrency. You are solely responsible for:","OPTN Wallet 앱은 실제 암호화폐를 처리합니다. 다음 사항은 전적으로 사용자의 책임입니다:","translated"
"terms.responsibilitiesText","The development team is not responsible for loss of assets or unauthorized access resulting from failure to follow these practices.","이러한 절차를 따르지 않아 발생한 자산 손실이나 무단 접근에 대해 개발팀은 책임지지 않습니다.","translated"
"terms.safeguard","Safeguarding your private keys and recovery phrases.","개인 키와 복구 문구 보호","translated"
"terms.verify","Verifying transaction details before confirming any actions.","작업을 확인하기 전에 트랜잭션 세부 정보 확인","translated"
"token.activeMinting","Active Minting","활성 발행","translated"
"token.authHead","Auth Head","권한 헤드","translated"
"token.bcmr","BCMR","BCMR","stable-term"
"token.bcmrUnavailable","BCMR metadata unavailable","BCMR 메타데이터를 사용할 수 없음","translated"
"token.category","Category","카테고리","translated"
"token.chainStatsError","Unable to load token chain statistics right now.","지금 토큰 체인 통계를 불러올 수 없습니다.","translated"
"token.decimals","Decimals","소수 자릿수","translated"
"token.id","Token ID","토큰 ID","translated"
"token.loading","Loading token data…","토큰 데이터 로드 중…","translated"
"token.no","No","아니요","translated"
"token.symbol","Symbol","기호","translated"
"token.totalNfts","Total NFTs","총 NFT","translated"
"token.totalSupply","Total Supply","총 공급량","translated"
"token.unavailable","Unavailable","사용할 수 없음","translated"
"token.yes","Yes","예","translated"
"tor.appRunsOwn","The app runs its own Tor — no Tor Browser needed","앱이 자체 Tor를 실행하므로 Tor Browser가 필요하지 않습니다","translated"
"tor.autoDetect","Auto-detect (9050 / 9150)","자동 감지(9050 / 9150)","translated"
"tor.bootstrapping","Bootstrapping Tor… {percent}%","Tor 부트스트랩 중… {percent}%","translated"
"tor.check","Check Tor","Tor 확인","translated"
"tor.checking","Checking…","확인 중…","translated"
"tor.desktopOnly","Desktop only","데스크톱 전용","translated"
"tor.disable","Disable","비활성화","translated"
"tor.enable","Enable","활성화","translated"
"tor.externalOption","Or use a Tor you run yourself:","또는 직접 실행하는 Tor 사용:","translated"
"tor.foundOnPort","Tor found on port {port} ✓","{port} 포트에서 Tor 발견 ✓","translated"
"tor.integrated","Integrated Tor","통합 Tor","translated"
"tor.manualPort","Manual port","수동 포트","translated"
"tor.noExternal","No external Tor found. Either press “Start integrated Tor” above (recommended), or start Tor Browser (9150) / a system Tor daemon (9050) and press “Check Tor”. Without Tor, remote CashFusion is blocked.","외부 Tor를 찾지 못했습니다. 위의 통합 Tor(권장) 또는 Tor Browser(9150) / 시스템 Tor 데몬(9050)을 시작한 뒤 “Tor 확인”을 누르세요. Tor가 없으면 원격 CashFusion이 차단됩니다.","translated"
"tor.noProxy","No Tor proxy running ✗","실행 중인 Tor 프록시 없음 ✗","translated"
"tor.remoteRequired","Required for remote CashFusion servers","원격 CashFusion 서버에 필요","translated"
"tor.runningOn","Running on port {port} ✓","{port} 포트에서 실행 중 ✓","translated"
"tor.starting","Starting…","시작 중…","translated"
"tor.startIntegrated","Start integrated Tor","통합 Tor 시작","translated"
"tor.stop","Stop","중지","translated"
"tor.title","Tor","Tor","stable-term"
"tor.usingManual","Using manual port {port}","수동 포트 {port} 사용 중","translated"
"txDetails.bch","BCH","BCH","stable-term"
"txDetails.index","Index","인덱스","stable-term"
"txDetails.locktime","Locktime","잠금 시간","translated"
"txDetails.txid","TXID","TXID","stable-term"
"txDetails.version","Version","버전","stable-term"
"txSummary.bch","BCH","BCH","stable-term"
"txSummary.bchInput","bch input","BCH 입력","translated"
"txSummary.bytes","bytes","바이트","stable-term"
"txSummary.fee","Fee","수수료","translated"
"txSummary.feeRate","Fee rate","수수료율","translated"
"txSummary.inputs","Inputs","입력","translated"
"txSummary.outputs","Outputs","출력","translated"
"txSummary.sats","sats","sats","stable-term"
"txSummary.token","token","토큰","stable-term"
"txSummary.tokenInput","token input","토큰 입력","translated"
"txSummary.txSize","Tx size","거래 크기","translated"
"utxo.amount","Amount","금액","translated"
"utxo.bitcoinCash","Bitcoin Cash","Bitcoin Cash","stable-term"
"utxo.ft","FT","FT","stable-term"
"utxo.height","Height","높이","translated"
"utxo.loading","Loading UTXOs…","UTXO 로드 중…","translated"
"utxo.name","Name","이름","translated"
"utxo.nft","NFT","NFT","stable-term"
"utxo.none","No UTXOs to display.","표시할 UTXO가 없습니다.","translated"
"utxo.pos","Pos","위치","translated"
"utxo.tokens","tokens","토큰","stable-term"
"utxo.txHash","Tx Hash","거래 해시","translated"
"walkthrough.label","Walkthrough","단계별 안내","translated"
"watchOnly.accountXpub","Account xPub","계정 xPub","translated"
"watchOnly.back","Back to wallets","지갑으로 돌아가기","translated"
"watchOnly.change","Change #{index}","잔돈 #{index}","translated"
"watchOnly.chipnet","Chipnet","Chipnet","stable-term"
"watchOnly.comingNext","Coming next","곧 제공","translated"
"watchOnly.description","Inspect public BCH addresses without importing any private keys.","개인 키를 가져오지 않고 공개 BCH 주소를 확인합니다.","translated"
"watchOnly.mainnet","Mainnet","Mainnet","stable-term"
"watchOnly.multipleCosigners","Multiple cosigners","여러 공동 서명자","translated"
"watchOnly.multisign","Multisign","다중 서명","translated"
"watchOnly.network","Network","네트워크","translated"
"watchOnly.pathNote","Confirm that SeedCash exported this account at m/44'/145'/account'. A standalone BIP32 xPub cannot prove its parent purpose or coin path.","SeedCash가 이 계정을 m/44’/145’/account’로 내보냈는지 확인하세요. 독립형 BIP32 xPub만으로는 상위 목적이나 코인 경로를 증명할 수 없습니다.","translated"
"watchOnly.previewPublic","Preview public addresses","공개 주소 미리보기","translated"
"watchOnly.previewTitle","Public address preview","공개 주소 미리보기","translated"
"watchOnly.receive","Receive #{index}","수신 #{index}","translated"
"watchOnly.scanCamera","Scan (camera)","스캔(카메라)","translated"
"watchOnly.standard","Standard","표준","stable-term"
"watchOnly.title","Watch-Only Wallet Preview","보기 전용 지갑 미리보기","translated"
"watchOnly.type","Watch-only wallet type","보기 전용 지갑 유형","translated"
"watchOnly.uploadQr","Upload QR","QR 업로드","translated"
"watchOnly.warning","Public preview only: this screen does not save a watch-only wallet or create, sign, import, or broadcast PSBT transactions yet.","공개 미리보기 전용: 이 화면은 아직 보기 전용 지갑을 저장하거나 PSBT 트랜잭션을 생성, 서명, 가져오기 또는 브로드캐스트하지 않습니다.","translated"
"watchOnly.xpubPlaceholder","Paste the xPub exported by SeedCash","SeedCash에서 내보낸 xPub 붙여넣기","translated"
"wc.activeSessions","Active WalletConnect Sessions","활성 WalletConnect 세션","translated"
"wc.address","Address","주소","translated"
"wc.approvalFailedBody","Failed to approve the session request from {name}.","{name}의 세션 요청을 승인하지 못했습니다.","translated"
"wc.approvalFailedTitle","WalletConnect approval failed","WalletConnect 승인 실패","translated"
"wc.approve","Approve","승인","translated"
"wc.approvedBody","Connected to {name}.","{name}에 연결했습니다.","translated"
"wc.approvedTitle","WalletConnect session approved","WalletConnect 세션 승인됨","translated"
"wc.approveSession","Approve Session","세션 승인","translated"
"wc.broadcast","Broadcast","브로드캐스트","translated"
"wc.broadcastLocked","Another outgoing transaction is still syncing. To avoid duplicates while you are offline, this wallet will only broadcast one unresolved transaction at a time.","다른 출금 트랜잭션이 아직 동기화 중입니다. 오프라인에서 중복을 방지하기 위해 이 지갑은 해결되지 않은 트랜잭션을 한 번에 하나만 브로드캐스트합니다.","translated"
"wc.cancel","Cancel","취소","translated"
"wc.close","Close","닫기","translated"
"wc.connect","Connect","연결","translated"
"wc.connectionUri","Connection URI","연결 URI","translated"
"wc.dappName","DApp Name","dApp 이름","translated"
"wc.disconnect","Disconnect","연결 해제","translated"
"wc.disconnectsOn","Disconnects On","연결 해제 시간","translated"
"wc.domain","Domain","도메인","translated"
"wc.enterUri","Enter WalletConnect URI","WalletConnect URI 입력","translated"
"wc.estimatedFee","Estimated Fee","예상 수수료","translated"
"wc.fungibleAmount","Fungible Amount","대체 가능 수량","translated"
"wc.index","Index","인덱스","stable-term"
"wc.inputs","Inputs ({count})","입력({count})","translated"
"wc.invalidLockingBytecode","Invalid locking bytecode","잘못된 잠금 바이트코드","translated"
"wc.invalidQr","Not a valid WalletConnect URI.","유효한 WalletConnect URI가 아닙니다.","translated"
