"key","English (en)","French (fr)","Status"
"send.bytes","bytes","octets","stable-term"
"send.changeAddress","Change address","Adresse de monnaie","translated"
"send.clearForm","Clear form","Effacer le formulaire","translated"
"send.confirmed","Confirmed","Confirmée","translated"
"send.contract","Contract","Contrat","translated"
"send.contractInputs","Contract inputs","Entrées de contrat","translated"
"send.copy","Copy","Copier","translated"
"send.debug","Debug","Débogage","translated"
"send.decimals","{count} decimals","{count} décimales","translated"
"send.details","Details","Détails","translated"
"send.enterBchForUsd","Enter a BCH amount to see the USD equivalent.","Saisissez un montant en BCH pour voir son équivalent en USD.","translated"
"send.enterUsdForBch","Enter a USD amount to see the BCH equivalent.","Saisissez un montant en USD pour voir son équivalent en BCH.","translated"
"send.fee","Fee","Frais","translated"
"send.fillMax","Fill the full spendable balance minus network fee","Remplir avec tout le solde disponible moins les frais réseau","translated"
"send.fillRequired","Fill the required fields first","Remplissez d’abord les champs obligatoires","translated"
"send.finalOutputs","Final outputs","Sorties finales","translated"
"send.guidedDescription","Send BCH, fungible tokens, or NFTs with one guided flow.","Envoyez des BCH, des tokens fongibles ou des NFT dans un parcours guidé unique.","translated"
"send.height","Height","Hauteur","translated"
"send.hide","Hide","Masquer","translated"
"send.inputs","Inputs","Entrées","translated"
"send.inputsUsed","Inputs used","Entrées utilisées","translated"
"send.insufficientFunds","Not enough funds. Check your balance or reduce the amount.","Fonds insuffisants. Vérifiez votre solde ou réduisez le montant.","translated"
"send.integer","integer","entier","translated"
"send.invalidAddress","Invalid address—double-check for typos or try scanning a QR code.","Adresse invalide — vérifiez les fautes ou scannez un QR.","translated"
"send.keepTxid","Keep this txid as your reference and avoid sending it again.","Conservez ce txid comme référence et évitez de le renvoyer.","translated"
"send.leaveBlankNft","Leave blank to send the first available NFT in this category.","Laissez vide pour envoyer le premier NFT disponible dans cette catégorie.","translated"
"send.loading","Loading…","Chargement…","translated"
"send.max","Max","Max","stable-term"
"send.networkError","Network error. Check your connection and try again.","Erreur réseau. Vérifiez votre connexion et réessayez.","translated"
"send.nft","NFT","NFT","stable-term"
"send.nftCategory","NFT category","Catégorie du NFT","translated"
"send.nftCommitment","NFT commitment","Engagement NFT","translated"
"send.nfts","NFTs","NFT","stable-term"
"send.noInputs","No inputs selected yet (run Review).","Aucune entrée sélectionnée (lancez Vérifier).","translated"
"send.noOutputs","No outputs yet (run Review).","Aucune sortie (lancez Vérifier).","translated"
"send.noTxBuilt","(no tx built yet)","(aucune transaction créée)","translated"
"send.openAirdrops","Open Airdrops","Ouvrir les airdrops","translated"
"send.optionalHexCommitment","Optional hex commitment…","Engagement hexadécimal facultatif…","translated"
"send.outpoint","Outpoint","Outpoint","stable-term"
"send.outputsCreated","Outputs created","Sorties créées","translated"
"send.pending","Pending","En attente","translated"
"send.quantumrootApproval","approval key to Quantum Lock","clé d’approbation pour Quantum Lock","translated"
"send.quantumrootHint","Review the recipient and token category, then tap Review to build the transaction.","Vérifiez le destinataire et la catégorie du token, puis touchez Vérifier pour créer la transaction.","translated"
"send.quantumrootNftHint","If there are multiple NFT entries, choose the one that matches the approval key.","S’il existe plusieurs entrées NFT, choisissez celle qui correspond à la clé d’approbation.","translated"
"send.quantumrootPrefilled","Prefilled to send the {label}","Prérempli pour envoyer {label}","translated"
"send.quantumrootReceive","matching receive coin to the vault receive address","coin reçu correspondant à l’adresse de réception du coffre","translated"
"send.quantumrootShortcut","Quantumroot shortcut","Raccourci Quantumroot","translated"
"send.rawTransaction","Raw transaction","Transaction brute","translated"
"send.recipient","Recipient","Destinataire","translated"
"send.recipientAmountLoaded","Recipient and amount loaded from QR.","Destinataire et montant chargés depuis le QR.","translated"
"send.recipientLoaded","Recipient loaded from QR.","Destinataire chargé depuis le QR.","translated"
"send.releaseToSend","Release to send","Libérer pour envoyer","translated"
"send.reset","Reset","Réinitialiser","translated"
"send.review","Review","Vérifier","translated"
"send.reviewTitle","Review Transaction","Vérifier la transaction","translated"
"send.sats","Sats","Sats","stable-term"
"send.scanQr","Scan QR","Scanner un QR","translated"
"send.selectCategory","Select category…","Sélectionner une catégorie…","translated"
"send.selectedInputs","Selected inputs","Entrées sélectionnées","translated"
"send.send","Send","Envoyer","translated"
"send.sending","Sending…","Envoi…","translated"
"send.sent","Transaction sent","Transaction envoyée","translated"
"send.show","Show","Afficher","translated"
"send.slideToConfirm","Slide to confirm","Faire glisser pour confirmer","translated"
"send.submitted","Transaction submitted","Transaction soumise","translated"
"send.summary","Summary","Résumé","translated"
"send.switchToBch","Switch amount input to BCH","Saisir le montant en BCH","translated"
"send.switchToUsd","Switch amount input to USD","Saisir le montant en USD","translated"
"send.technicalDetails","Technical details","Détails techniques","translated"
"send.title","Simple Send","Envoi simple","translated"
"send.to","To","À","translated"
"send.token","Token","Token","stable-term"
"send.tokenAmount","Token amount","Montant du token","translated"
"send.tokenCategory","Token category","Catégorie du token","translated"
"send.tokenChange","Token change","Monnaie du token","translated"
"send.tokenInputs","Token inputs","Entrées de token","translated"
"send.tokenLabel","Token","Token","stable-term"
"send.totalBch","Total (BCH)","Total (BCH)","stable-term"
"send.transactionSize","Transaction size","Taille de la transaction","translated"
"send.transferMode","Transfer mode","Mode de transfert","translated"
"send.type","Type","Type","stable-term"
"send.unconfirmedInputs","Unconfirmed inputs","Entrées non confirmées","translated"
"send.usdUnavailable","USD conversion is unavailable right now.","La conversion USD est momentanément indisponible.","translated"
"send.verifyRecipient","QR scanned. Verify recipient before sending.","QR scanné. Vérifiez le destinataire avant l’envoi.","translated"
"send.verifySlide","Verify details and slide to send.","Vérifiez les détails, puis faites glisser pour envoyer.","translated"
"send.waitingSync","Waiting for sync","Synchronisation en attente","translated"
"send.waitPrevious","Wait for your previous outgoing transaction to sync first","Attendez d’abord la synchronisation de la transaction sortante précédente","translated"
"server.active","● active","● actif","translated"
"server.add","Add","Ajouter","translated"
"server.addDesktopPlaceholder","Add server — Fulcrum host:50002, or a node host:8333","Ajouter un serveur — host Fulcrum:50002 ou host de nœud:8333","translated"
"server.addMobilePlaceholder","Add WSS server — host:50004","Ajouter un serveur WSS — host:50004","translated"
"server.addressUrlPlaceholder","Address URL, e.g. https://example.com/address/{address}","URL d’adresse, ex. https://example.com/address/{address}","translated"
"server.auto","Auto","Automatique","translated"
"server.autoBackend","Auto — server pool, with failover","Automatique — pool de serveurs avec basculement","translated"
"server.automatic","Automatic","Automatiques","translated"
"server.backend","Backend","Backend","stable-term"
"server.blockExplorer","Block explorer","Explorateur de blocs","translated"
"server.connect","Connect","Connecter","translated"
"server.connected","Connected.","Connecté.","translated"
"server.connectedServer","Connected server","Serveur connecté","translated"
"server.connecting","Connecting…","Connexion…","translated"
"server.connectionFailed","Connection failed","Échec de la connexion","translated"
"server.connectTitle","Connect to this server","Se connecter à ce serveur","translated"
"server.custom","Custom…","Personnalisé…","translated"
"server.customFee","Custom","Personnalisés","translated"
"server.defaultPortHint","Default port: 50004 (WSS). Use wss:// prefix to force WSS, or ws:// for unencrypted.","Port par défaut : 50004 (WSS). Utilisez wss:// pour forcer WSS, ou ws:// pour une connexion non chiffrée.","translated"
"server.explorerDescription","Used for “open in explorer” links on transactions.","Utilisé pour les liens « ouvrir dans l’explorateur » des transactions.","translated"
"server.feeDescription","Fee rate for new transactions. Automatic uses the network minimum (~1 sat/byte, Electron Cash default).","Taux des nouvelles transactions. Le mode automatique utilise le minimum du réseau (~1 sat/byte, valeur par défaut d’Electron Cash).","translated"
"server.feeUnit","sat/byte — applies to your next transaction","sat/byte — pour la prochaine transaction","translated"
"server.invalidHost","Enter a valid host:port (e.g. 192.168.0.129:50002).","Saisissez un host:port valide (ex. 192.168.0.129:50002).","translated"
"server.manual","Manual","Manuel","stable-term"
"server.node","Node","Nœud","stable-term"
"server.notConnected","Not connected","Non connecté","translated"
"server.onlyBackend","Only this backend is used — pinning a node means Electrum servers aren't consulted.","Seul ce backend est utilisé — épingler un nœud ignore les serveurs Electrum.","translated"
"server.placeholderHelp","Use {txid} and {address} as placeholders.","Utilisez {txid} et {address} comme paramètres.","translated"
"server.pool","{network} server pool","Pool de serveurs {network}","translated"
"server.rawNodeMobileError","Raw BCH node connections are only available on desktop. Add an Electrum/Fulcrum WSS server instead.","Les connexions directes aux nœuds BCH sont réservées au bureau. Ajoutez un serveur Electrum/Fulcrum WSS.","translated"
"server.remove","Remove","Supprimer","translated"
"server.saveCustom","Save custom explorer","Enregistrer l’explorateur personnalisé","translated"
"server.server","Server","Serveur","translated"
"server.serverInputPlaceholder","host, host:50004, or wss://host:50004","host, host:50004 ou wss://host:50004","translated"
"server.transactionFee","Transaction fee","Frais de transaction","translated"
"server.trustless","trustless","sans confiance","translated"
"server.txUrlPlaceholder","Tx URL, e.g. https://example.com/tx/{txid}","URL de transaction, ex. https://example.com/tx/{txid}","translated"
"server.useAuto","Use Auto","Utiliser le mode automatique","translated"
"settings.about","About OPTN","À propos d’OPTN","translated"
"settings.aboutSupport","About & support","À propos et assistance","translated"
"settings.aboutSupportDescription","Help, contact, terms, and app information","Aide, contact, conditions et informations sur l’application","translated"
"settings.connectionsFeatures","Connections & features","Connexions et fonctionnalités","translated"
"settings.connectionsFeaturesDescription","Servers, integrations, privacy features, and advanced tools","Serveurs, intégrations, confidentialité et outils avancés","translated"
"settings.contact","Contact Us","Contact","translated"
"settings.language","Language","Langue","translated"
"settings.languageDescription","Choose the wallet interface language","Choisissez la langue de l’interface","translated"
"settings.network","Network","Réseau","translated"
"settings.recovery","Recovery Phrase","Phrase de récupération","translated"
"settings.terms","Terms of Use","Conditions d’utilisation","translated"
"settings.walletSecurity","Wallet & security","Portefeuille et sécurité","translated"
"settings.walletSecurityDescription","Recovery, derivation path, app lock, and wallet controls","Récupération, chemin de dérivation, verrouillage et contrôles du portefeuille","translated"
"settingsAppLock.autoLockAfter","Auto-lock after","Verrouillage automatique après","translated"
"settingsAppLock.biometricDescription","Use {label} to unlock instead of typing your password.","Utilisez {label} pour déverrouiller sans saisir votre mot de passe.","translated"
"settingsAppLock.biometricSetupFailed","Biometric setup failed: {message}","Échec de la configuration biométrique : {message}","translated"
"settingsAppLock.biometricUnlock","Biometric unlock","Déverrouillage biométrique","translated"
"settingsAppLock.cancel","Cancel","Annuler","translated"
"settingsAppLock.changePassword","Change Password","Modifier le mot de passe","translated"
"settingsAppLock.confirm","Confirm","Confirmer","translated"
"settingsAppLock.confirmNewPassword","Confirm new password","Confirmer le nouveau mot de passe","translated"
"settingsAppLock.currentPassword","Current password","Mot de passe actuel","translated"
"settingsAppLock.currentPasswordIncorrect","Current password is incorrect.","Le mot de passe actuel est incorrect.","translated"
"settingsAppLock.disabled","Disabled","Désactivé","translated"
"settingsAppLock.enabled","Enabled","Activé","translated"
"settingsAppLock.enabling","Enabling…","Activation…","translated"
"settingsAppLock.encryption","Encryption","Chiffrement","translated"
"settingsAppLock.encryptionDescription","Your wallet is encrypted with a password-derived key (PBKDF2 · 600k iterations · AES-256-GCM). The key is never stored — it is derived in memory each time you unlock.","Votre portefeuille est chiffré avec une clé dérivée du mot de passe (PBKDF2 · 600 000 itérations · AES-256-GCM). La clé n’est jamais stockée : elle est dérivée en mémoire à chaque déverrouillage.","translated"
"settingsAppLock.lockNow","Lock Now","Verrouiller maintenant","translated"
"settingsAppLock.minute","1 minute","1 minute","stable-term"
"settingsAppLock.minutes","{count} minutes","{count} minutes","stable-term"
"settingsAppLock.never","Never","Jamais","translated"
"settingsAppLock.newPassword","New password","Nouveau mot de passe","translated"
"settingsAppLock.noWalletOpen","No wallet is open.","Aucun portefeuille ouvert.","translated"
"settingsAppLock.passwordChanged","Password changed successfully.","Mot de passe modifié avec succès.","translated"
"settingsAppLock.passwordChangeFailed","Password change failed. Please try again.","Échec de la modification du mot de passe. Réessayez.","translated"
"settingsAppLock.passwordMismatch","New passwords do not match.","Les nouveaux mots de passe ne correspondent pas.","translated"
"settingsAppLock.updating","Updating…","Mise à jour…","translated"
"settingsDerivation.activePath","Active BIP44 account path","Chemin de compte BIP44 actif","translated"
"settingsDerivation.alreadyActive","This derivation path is already active.","Ce chemin de dérivation est déjà actif.","translated"
"settingsDerivation.changeResync","Change and resync","Modifier et resynchroniser","translated"
"settingsDerivation.completed","Derivation path changed and wallet resync completed.","Chemin modifié et resynchronisation terminée.","translated"
"settingsDerivation.confirm","Changing the derivation path clears the current address, history, and UTXO records. The wallet will then regenerate and resync only the new path. Continue?","Modifier le chemin efface les adresses, l’historique et les UTXO actuels. Le portefeuille régénérera et resynchronisera uniquement le nouveau chemin. Continuer ?","translated"
"settingsDerivation.currentMode","Current mode: {mode}.","Mode actuel : {mode}.","translated"
"settingsDerivation.custom","custom","personnalisé","translated"
"settingsDerivation.description","OPTN supports one active BIP44 account path at a time. Reconfiguring it removes the old derived records and performs a fresh receive/change discovery and resync.","OPTN prend en charge un seul chemin de compte BIP44 actif à la fois. Sa reconfiguration supprime les anciens enregistrements dérivés et relance la découverte et la synchronisation des adresses de réception et de monnaie.","translated"
"settingsDerivation.failed","Wallet reconfiguration failed.","Échec de reconfiguration du portefeuille.","translated"
"settingsDerivation.invalidPath","Invalid derivation path.","Chemin de dérivation invalide.","translated"
"settingsDerivation.networkDefault","network default","réseau par défaut","translated"
"settingsDerivation.reconfiguring","Reconfiguring…","Reconfiguration…","translated"
"settingsDerivation.useDefault","Use network default","Utiliser le réseau par défaut","translated"
"settingsNetwork.active","Active","Actif","translated"
"settingsNetwork.chipnet","Chipnet","Chipnet","stable-term"
"settingsNetwork.chipnetDescription","BCH testnet for upcoming CHIPs — test funds only","Réseau de test BCH pour les futurs CHIPs — fonds de test uniquement","translated"
"settingsNetwork.comingSoon","Coming soon","Bientôt disponible","translated"
"settingsNetwork.description","Switching networks clears the active network records, derives the network path, and resynchronizes receive/change addresses. Custom paths are preserved across network changes.","Changer de réseau efface les données du réseau actif, dérive le chemin réseau et resynchronise les adresses de réception et de change. Les chemins personnalisés sont conservés.","translated"
"settingsNetwork.mainnet","Mainnet","Mainnet","stable-term"
"settingsNetwork.mainnetDescription","Live BCH network — real funds","Réseau BCH réel — fonds réels","translated"
"settingsNetwork.regtest","Regtest","Regtest","stable-term"
"settingsNetwork.reload","Reload and resync current wallet","Recharger et resynchroniser le portefeuille","translated"
"settingsNetwork.reloading","Reloading wallet…","Rechargement du portefeuille…","translated"
"settingsNetwork.switching","Switching…","Changement…","translated"
"settingsNetwork.testnet3","Testnet3","Testnet3","stable-term"
"settingsNetwork.testnet4","Testnet4","Testnet4","stable-term"
"settingsPanels.addons","Addons","Extensions","translated"
"settingsPanels.appLock","App Lock","Verrouillage de l’application","translated"
"settingsPanels.cashfusion","CashFusion","CashFusion","stable-term"
"settingsPanels.console","Console","Console","stable-term"
"settingsPanels.contract","Contract Info","Informations du contrat","translated"
"settingsPanels.derivation","Derivation Path","Chemin de dérivation","translated"
"settingsPanels.experimental","Experimental Features","Fonctionnalités expérimentales","translated"
"settingsPanels.faucet","Chipnet Faucet","Faucet Chipnet","stable-term"
"settingsPanels.nostr","Nostr & Chat","Nostr et chat","translated"
"settingsPanels.server","Server","Serveur","stable-term"
"settingsPanels.walletConnect","WalletConnect","WalletConnect","stable-term"
"settingsPanels.wizardConnect","WizardConnect","WizardConnect","stable-term"
"settingsRows.about","About OPTN","À propos d’OPTN","translated"
"settingsRows.aboutDescription","Version info","Informations de version","translated"
"settingsRows.addons","Addons","Modules complémentaires","translated"
"settingsRows.addonsDescription","Install and manage third-party addons","Installer et gérer les modules tiers","translated"
"settingsRows.appLock","App Lock","Verrouillage de l’application","translated"
"settingsRows.appLockDescription","Auto-lock · Change password","Verrouillage automatique · Changer le mot de passe","translated"
"settingsRows.console","Console","Console","stable-term"
"settingsRows.consoleDescription","App log · Electrum RPC","Journal de l’application · Electrum RPC","translated"
"settingsRows.contact","Contact Us","Contact","translated"
"settingsRows.contactDescription","Get help and support","Obtenir de l’aide et du support","translated"
"settingsRows.contractInfo","Contract Info","Informations sur les contrats","translated"
"settingsRows.contractInfoDescription","View contract details","Voir les détails du contrat","translated"
"settingsRows.derivation","Derivation Path","Chemin de dérivation","translated"
"settingsRows.derivationDescription","Customize and resync the active BIP44 path","Personnaliser et resynchroniser le chemin BIP44 actif","translated"
"settingsRows.experimental","Experimental Features","Fonctionnalités expérimentales","translated"
"settingsRows.experimentalDescription","RPA · CashFusion","RPA · CashFusion","stable-term"
"settingsRows.faucet","Chipnet Faucet","Faucet Chipnet","stable-term"
"settingsRows.faucetDescription","Get test BCH on Chipnet","Obtenir des BCH de test sur Chipnet","translated"
"settingsRows.language","Language","Langue","translated"
"settingsRows.languageDescription","Choose the wallet interface language","Choisir la langue de l’interface","translated"
"settingsRows.network","Network","Réseau","translated"
"settingsRows.networkDescription","Switch between Mainnet and Chipnet","Basculer entre Mainnet et Chipnet","translated"
"settingsRows.nostr","Nostr & Chat","Nostr et discussion","translated"
"settingsRows.nostrDescription","Private messages · Identity · Relay pool","Messages privés · Identité · Relais","translated"
"settingsRows.pendingOutbox","Pending Tx Locks","Verrous de transactions en attente","translated"
"settingsRows.pendingOutboxDescription","Review outgoing transaction locks","Vérifier les verrous des transactions sortantes","translated"
"settingsRows.recovery","Recovery Phrase","Phrase de récupération","translated"
"settingsRows.recoveryDescription","Back up your wallet","Sauvegarder le portefeuille","translated"
"settingsRows.server","Servers","Serveurs","translated"
"settingsRows.serverDescription","Electrum · Block explorer · Transaction fees","Electrum · Explorateur de blocs · Frais de transaction","translated"
"settingsRows.terms","Terms of Use","Conditions d’utilisation","translated"
"settingsRows.termsDescription","Read our terms","Lire nos conditions","translated"
"settingsRows.walletConnect","WalletConnect","WalletConnect","stable-term"
"settingsRows.walletConnectDescription","Manage dApp connections","Gérer les connexions dApp","translated"
"settingsRows.wizardConnect","WizardConnect","WizardConnect","stable-term"
"settingsRows.wizardConnectDescription","Connect to token wizards","Se connecter aux token wizards","translated"
"terms.acceptance","1. Acceptance of Terms","1. Acceptation des conditions","translated"
"terms.acceptanceText","By accessing and using the OPTN Wallet App (“the App”), you agree to comply with and be bound by these Terms of Use. If you do not agree, please do not use the App.","En accédant à l’application OPTN Wallet (« l’Application ») et en l’utilisant, vous acceptez de respecter les présentes conditions d’utilisation. Si vous n’êtes pas d’accord, n’utilisez pas l’Application.","translated"
"terms.deviceSecurity","Ensuring the security of your device and the App.","La sécurité de votre appareil et de l’Application.","translated"
"terms.modifications","6. Modifications","6. Modifications","stable-term"
"terms.modificationsText","The developers may modify, suspend, or discontinue the App without prior notice and may update these Terms. You are responsible for reviewing them periodically.","Les développeurs peuvent modifier, suspendre ou arrêter l’Application sans préavis et mettre à jour ces conditions. Vous devez les consulter régulièrement.","translated"
"terms.noLiability","4. No Liability","4. Absence de responsabilité","translated"
"terms.noLiabilityText","The developers assume no liability for loss, damage, or unauthorized access arising from use of the App, including cryptocurrency loss, data breaches, or device malfunctions. You use the App at your own risk.","Les développeurs déclinent toute responsabilité concernant les pertes, dommages ou accès non autorisés liés à l’utilisation de l’Application, notamment les pertes de cryptomonnaies, les violations de données ou les défaillances de l’appareil. Vous l’utilisez à vos propres risques.","translated"
"terms.noWarranty","5. No Warranty","5. Absence de garantie","translated"
"terms.noWarrantyText","The App is provided “as is” without express or implied warranties. The developers do not guarantee reliability, accuracy, completeness, error-free operation, or uninterrupted service.","L’Application est fournie « en l’état », sans garantie expresse ou implicite. Les développeurs ne garantissent ni sa fiabilité, ni son exactitude, ni son exhaustivité, ni un fonctionnement sans erreur ou ininterrompu.","translated"
"terms.purpose","2. Purpose","2. Objet","translated"
"terms.purposeText","The OPTN Wallet App lets users securely store, send, and receive cryptocurrency. You are responsible for the security of your private keys and assets.","L’application OPTN Wallet permet de stocker, envoyer et recevoir des cryptomonnaies en toute sécurité. Vous êtes responsable de la sécurité de vos clés privées et de vos actifs.","translated"
"terms.responsibilities","3. User Responsibilities","3. Responsabilités de l’utilisateur","translated"
"terms.responsibilitiesIntro","The OPTN Wallet App handles real cryptocurrency. You are solely responsible for:","L’application OPTN Wallet traite de vraies cryptomonnaies. Vous êtes seul responsable de :","translated"
"terms.responsibilitiesText","The development team is not responsible for loss of assets or unauthorized access resulting from failure to follow these practices.","L’équipe de développement n’est pas responsable des pertes d’actifs ou des accès non autorisés résultant du non-respect de ces pratiques.","translated"
"terms.safeguard","Safeguarding your private keys and recovery phrases.","La protection de vos clés privées et phrases de récupération.","translated"
"terms.verify","Verifying transaction details before confirming any actions.","La vérification des détails d’une transaction avant toute confirmation.","translated"
"token.activeMinting","Active Minting","Émission active","translated"
"token.authHead","Auth Head","Tête d’autorité","translated"
"token.bcmr","BCMR","BCMR","stable-term"
"token.bcmrUnavailable","BCMR metadata unavailable","Métadonnées BCMR indisponibles","translated"
"token.category","Category","Catégorie","translated"
"token.chainStatsError","Unable to load token chain statistics right now.","Impossible de charger les statistiques du token pour le moment.","translated"
"token.decimals","Decimals","Décimales","translated"
"token.id","Token ID","ID du token","translated"
"token.loading","Loading token data…","Chargement des données du token…","translated"
"token.no","No","Non","translated"
"token.symbol","Symbol","Symbole","translated"
"token.totalNfts","Total NFTs","Total des NFT","translated"
"token.totalSupply","Total Supply","Offre totale","translated"
"token.unavailable","Unavailable","Indisponible","translated"
"token.yes","Yes","Oui","translated"
"tor.appRunsOwn","The app runs its own Tor — no Tor Browser needed","L’application utilise son propre Tor — Tor Browser est inutile","translated"
"tor.autoDetect","Auto-detect (9050 / 9150)","Détection automatique (9050 / 9150)","translated"
"tor.bootstrapping","Bootstrapping Tor… {percent}%","Initialisation de Tor… {percent} %","translated"
"tor.check","Check Tor","Vérifier Tor","translated"
"tor.checking","Checking…","Vérification…","translated"
"tor.desktopOnly","Desktop only","Ordinateur uniquement","translated"
"tor.disable","Disable","Désactiver","translated"
"tor.enable","Enable","Activer","translated"
"tor.externalOption","Or use a Tor you run yourself:","Ou utilisez un Tor que vous exécutez vous-même :","translated"
"tor.foundOnPort","Tor found on port {port} ✓","Tor trouvé sur le port {port} ✓","translated"
"tor.integrated","Integrated Tor","Tor intégré","translated"
"tor.manualPort","Manual port","Port manuel","translated"
"tor.noExternal","No external Tor found. Either press “Start integrated Tor” above (recommended), or start Tor Browser (9150) / a system Tor daemon (9050) and press “Check Tor”. Without Tor, remote CashFusion is blocked.","Aucun Tor externe trouvé. Démarrez Tor intégré ci-dessus (recommandé), ou Tor Browser (9150) / le daemon Tor système (9050), puis cliquez sur « Vérifier Tor ». Sans Tor, CashFusion distant est bloqué.","translated"
"tor.noProxy","No Tor proxy running ✗","Aucun proxy Tor actif ✗","translated"
"tor.remoteRequired","Required for remote CashFusion servers","Requis pour les serveurs CashFusion distants","translated"
"tor.runningOn","Running on port {port} ✓","Actif sur le port {port} ✓","translated"
"tor.starting","Starting…","Démarrage…","translated"
"tor.startIntegrated","Start integrated Tor","Démarrer Tor intégré","translated"
"tor.stop","Stop","Arrêter","translated"
"tor.title","Tor","Tor","stable-term"
"tor.usingManual","Using manual port {port}","Utilisation du port manuel {port}","translated"
"txDetails.bch","BCH","BCH","stable-term"
"txDetails.index","Index","Index","stable-term"
"txDetails.locktime","Locktime","Délai de verrouillage","translated"
"txDetails.txid","TXID","TXID","stable-term"
"txDetails.version","Version","Version","stable-term"
"txSummary.bch","BCH","BCH","stable-term"
"txSummary.bchInput","bch input","entrée BCH","translated"
"txSummary.bytes","bytes","octets","stable-term"
"txSummary.fee","Fee","Frais","translated"
"txSummary.feeRate","Fee rate","Taux de frais","translated"
"txSummary.inputs","Inputs","Entrées","translated"
"txSummary.outputs","Outputs","Sorties","translated"
"txSummary.sats","sats","sats","stable-term"
"txSummary.token","token","token","stable-term"
"txSummary.tokenInput","token input","entrée de token","translated"
"txSummary.txSize","Tx size","Taille de la transaction","translated"
"utxo.amount","Amount","Montant","translated"
"utxo.bitcoinCash","Bitcoin Cash","Bitcoin Cash","stable-term"
"utxo.ft","FT","FT","stable-term"
"utxo.height","Height","Hauteur","translated"
"utxo.loading","Loading UTXOs…","Chargement des UTXO…","translated"
"utxo.name","Name","Nom","translated"
"utxo.nft","NFT","NFT","stable-term"
"utxo.none","No UTXOs to display.","Aucun UTXO à afficher.","translated"
"utxo.pos","Pos","Position","translated"
"utxo.tokens","tokens","tokens","stable-term"
"utxo.txHash","Tx Hash","Hash de transaction","translated"
"walkthrough.label","Walkthrough","Guide pas à pas","translated"
"watchOnly.accountXpub","Account xPub","xPub du compte","translated"
"watchOnly.back","Back to wallets","Retour aux portefeuilles","translated"
"watchOnly.change","Change #{index}","Monnaie #{index}","translated"
"watchOnly.chipnet","Chipnet","Chipnet","stable-term"
"watchOnly.comingNext","Coming next","Bientôt disponible","translated"
"watchOnly.description","Inspect public BCH addresses without importing any private keys.","Inspectez des adresses BCH publiques sans importer de clés privées.","translated"
"watchOnly.mainnet","Mainnet","Mainnet","stable-term"
"watchOnly.multipleCosigners","Multiple cosigners","Plusieurs cosignataires","translated"
"watchOnly.multisign","Multisign","Multisignature","translated"
"watchOnly.network","Network","Réseau","translated"
"watchOnly.pathNote","Confirm that SeedCash exported this account at m/44'/145'/account'. A standalone BIP32 xPub cannot prove its parent purpose or coin path.","Confirmez que SeedCash a exporté ce compte à m/44’/145’/account’. Un xPub BIP32 autonome ne prouve pas son objectif parent ni son chemin de coin.","translated"
"watchOnly.previewPublic","Preview public addresses","Prévisualiser les adresses publiques","translated"
"watchOnly.previewTitle","Public address preview","Aperçu des adresses publiques","translated"
"watchOnly.receive","Receive #{index}","Réception #{index}","translated"
"watchOnly.scanCamera","Scan (camera)","Scanner (caméra)","translated"
"watchOnly.standard","Standard","Standard","stable-term"
"watchOnly.title","Watch-Only Wallet Preview","Aperçu du portefeuille en lecture seule","translated"
"watchOnly.type","Watch-only wallet type","Type de portefeuille en lecture seule","translated"
"watchOnly.uploadQr","Upload QR","Importer un QR","translated"
"watchOnly.warning","Public preview only: this screen does not save a watch-only wallet or create, sign, import, or broadcast PSBT transactions yet.","Aperçu public uniquement : cet écran n’enregistre pas encore de portefeuille en lecture seule et ne crée, signe, importe ou diffuse pas de transactions PSBT.","translated"
"watchOnly.xpubPlaceholder","Paste the xPub exported by SeedCash","Collez le xPub exporté par SeedCash","translated"
"wc.activeSessions","Active WalletConnect Sessions","Sessions WalletConnect actives","translated"
"wc.address","Address","Adresse","translated"
"wc.approvalFailedBody","Failed to approve the session request from {name}.","Impossible d’approuver la demande de session de {name}.","translated"
"wc.approvalFailedTitle","WalletConnect approval failed","Échec de l’approbation WalletConnect","translated"
"wc.approve","Approve","Approuver","translated"
"wc.approvedBody","Connected to {name}.","Connecté à {name}.","translated"
"wc.approvedTitle","WalletConnect session approved","Session WalletConnect approuvée","translated"
"wc.approveSession","Approve Session","Approuver la session","translated"
"wc.broadcast","Broadcast","Diffuser","translated"
"wc.broadcastLocked","Another outgoing transaction is still syncing. To avoid duplicates while you are offline, this wallet will only broadcast one unresolved transaction at a time.","Une autre transaction sortante est encore en cours de synchronisation. Pour éviter les doublons hors ligne, ce portefeuille ne diffuse qu’une transaction non résolue à la fois.","translated"
"wc.cancel","Cancel","Annuler","translated"
"wc.close","Close","Fermer","translated"
"wc.connect","Connect","Connecter","translated"
"wc.connectionUri","Connection URI","URI de connexion","translated"
"wc.dappName","DApp Name","Nom du dApp","translated"
"wc.disconnect","Disconnect","Déconnecter","translated"
"wc.disconnectsOn","Disconnects On","Déconnexion le","translated"
"wc.domain","Domain","Domaine","translated"
"wc.enterUri","Enter WalletConnect URI","Saisir l’URI WalletConnect","translated"
"wc.estimatedFee","Estimated Fee","Frais estimés","translated"
"wc.fungibleAmount","Fungible Amount","Montant fongible","translated"
"wc.index","Index","Index","stable-term"
"wc.inputs","Inputs ({count})","Entrées ({count})","translated"
